Criminal Justice	University of North Carolina at Charlotte	2014	40689
Criminal Justice	University of Washington	2014	439007
Criminal Justice	University of Washington	2015	3941740
Criminal Justice	University of Washington	2016	495373
Criminal Justice	Urban Institute	2013	98182
Criminal Justice	Urban Institute	2015	518435
Criminal Justice	Urban Institute	2016	361931
Criminal Justice	Vera Institute of Justice, Inc.	2016	100000
Criminal Justice	Vera Institute of Justice, Inc.	2016	200000
Criminal Justice	Washington D.C. Metropolitan Police Department	2015	95298
Criminal Justice	Washington State University Foundation	2014	75000
Criminal Justice	Washington University	2016	361572
Criminal Justice	William J. Brennan, Jr. Center for Justice, Inc.	2015	300000
Criminal Justice	William J. Brennan, Jr. Center for Justice, Inc.	2015	300000
Criminal Justice	William J. Brennan, Jr. Center for Justice, Inc.	2016	1005912
Education	50CAN, Inc.	2015	200000
Education	Achievement School District	2015	1900000
Education	Aldine Education Foundation	2012	1110676
Education	Alliance for School Choice, Inc.	2012	225000
Education	Alliance for School Choice, Inc.	2012	300000
Education	Alliance for School Choice, Inc.	2013	300000
Education	American Institutes for Research in the Behavioral Sciences	2013	2587
Education	Association of Missouri Charter Schools	2012	200000
Education	Austin Community Foundation	2013	25000
Education	Black Alliance for Educational Options, Inc.	2012	300000
Education	Black Alliance for Educational Options, Inc.	2012	3000000
Education	Black Alliance for Educational Options, Inc.	2012	800000
Education	Charter Fund, Inc.	2012	13586000
Education	Charter Fund, Inc.	2015	2000000
Education	Charter Fund, Inc.	2015	4500000
Education	Charter Fund, Inc.	2015	6000000
Education	Charter Fund, Inc.	2016	1149000
Education	Charter Fund, Inc.	2016	12000000
Education	Choose to Succeed, Inc.	2013	12500
Education	Cleveland Municipal School District	2014	1500000
Education	Cleveland Municipal School District Transformation Alliance	2014	1375000
Education	Community Foundation of New Jersey	2015	199896
Education	Education Champions for All, Inc.	2011	300000
Education	Education Cities, Inc.	2016	1900000
Education	Education Forward DC	2016	1000000
Education	Education Pioneers, Inc.	2011	200000
Education	Education Reform Now, Inc.	2011	500000
Education	Education Reform Now, Inc.	2012	500000
Education	Education Reform Now, Inc.	2013	1990000
Education	Education Trust, Inc.	2012	2000000
Education	Education Trust, Inc.	2015	2000000
Education	Educational Choice Illinois	2013	25000
Education	Educators for Excellence, Inc.	2012	500000
Education	Foundation for Excellence in Education, Inc.	2013	1000000
Education	GreatSchools	2012	4000000
Education	Greater Houston Community Foundation	2013	1700000
Education	Houston Independent School District	2012	100000
Education	Houston Independent School District Foundation	2014	312626
Education	IDEA Public Schools	2011	250000
Education	Indianapolis Public Schools Education Foundation, Inc.	2016	1256250
Education	Innosight Institute, Inc.	2011	264075
Education	Innosight Institute, Inc.	2012	10000
Education	KIPP Foundation	2011	1000000
Education	KIPP Foundation	2015	10000000
Education	Leading Educators, Inc.	2012	505000
Education	Leading Educators, Inc.	2014	450000
Education	Louisiana Association of Public Charter Schools	2012	900000
Education	Louisiana Association of Public Charter Schools	2014	250000
Education	Manhattan Institute for Policy Research, Inc.	2013	118800
Education	Manhattan Institute for Policy Research, Inc.	2014	473648
Education	Manhattan Institute for Policy Research, Inc.	2016	200000
Education	National Alliance for Public Charter Schools	2013	1000000
Education	National Center for Research in Advanced Information and Digital Technologies	2013	130000
Education	National Council on Teacher Quality, Inc.	2011	200000
Education	National Council on Teacher Quality, Inc.	2013	375000
Education	New Schools Venture Fund	2011	118000
Education	New Schools Venture Fund	2011	14700
Education	New Schools for Baton Rouge	2016	10000000
Education	New Schools for New Orleans, Inc.	2012	11414000
Education	New Schools for New Orleans, Inc.	2012	630000
Education	New Schools for New Orleans, Inc.	2014	4500000
Education	New Schools for New Orleans, Inc.	2016	1567000
Education	North American Council for Online Learning Ltd.	2011	291088
Education	North American Council for Online Learning Ltd.	2012	300000
Education	PHILO Finance Corporation	2013	45227
Education	Parent Coalition for Excellent Education, Inc.	2016	400000
Education	Parent Revolution, Inc.	2012	1500000
Education	Parent Revolution, Inc.	2013	3000000
Education	Partners for Developing Futures, Inc.	2012	400277
Education	Philanthropy Roundtable	2013	30000
Education	Policy Innovators in Education Network, Inc.	2012	1000000
Education	PowerMyLearning, Inc. (Computers for Youth Foundation, Inc.)	2013	6000000
Education	Recovery School District	2011	50000
Education	Relay Graduate School of Education	2012	2500000
Education	Relay Graduate School of Education	2015	765000
Education	Silicon Schools Fund, Inc.	2013	2000000
Education	Silicon Schools Fund, Inc.	2014	2000000
Education	Silicon Schools Fund, Inc.	2016	2000000
Education	Stand for Children Leadership Center	2011	1000000
Education	Stand for Children Leadership Center	2011	1650000
Education	Stand for Children Leadership Center	2011	2250000
Education	Stand for Children Leadership Center	2011	450000
Education	Stand for Children Leadership Center	2012	290000
Education	Stand for Children Leadership Center	2014	1000000
Education	Students for Education Reform, Inc.	2012	1533196
Education	StudentsFirst Institute	2011	7000000
Education	StudentsFirst Institute	2014	500000
Education	StudentsFirst Institute	2015	350000
Education	Teach For America, Inc.	2011	2000000
Education	Teach For America, Inc.	2012	137908
Education	Teach For America, Inc.	2012	4500000
Education	Teach For America, Inc.	2014	2310635
Education	Teach for America, Inc.	2016	533826
Education	Teacher Town USA, Inc.	2016	1200000
Education	Teacher Town USA, Inc.	2016	250000
Education	Teacher Town USA, Inc.	2016	5500000
Education	Texas Association of Business & Chambers of Commerce Foundation	2011	75000
Education	Texas Charter Schools Association	2011	150000
Education	Texas Institute for Education Reform	2011	125000
Education	Texas Institute for Education Reform	2013	80000
Education	The Fund for Public Schools, Inc.	2012	750000
Education	The Mind Trust, Inc.	2016	11075000
Education	The New Teacher Project, Inc.	2011	4500000
Education	The New Teacher Project, Inc.	2012	991557
Education	The New Teacher Project, Inc.	2015	2644907
Education	The Oakland Public Education Fund	2016	55000
Education	The Regents of the University of California, San Diego	2013	54226
Education	The Third Way Foundation, Inc.	2015	380000
Education	The University of Texas at Dallas	2014	2541193
Education	Thomas B. Fordham Institute	2012	210000
Education	Trustees of Boston University	2016	30000
Education	Trustees of the University of Pennsylvania	2011	648065
Education	Tulane University	2014	3000000
Education	University of Missouri	2013	219076
Education	University of Washington Foundation	2011	221375
Education	University of Washington Foundation	2013	2000000
Education	University of Washington Foundation	2015	2500000
Education	William Marsh Rice University	2011	1319936
Education	William Marsh Rice University	2013	1672289
Education	William Marsh Rice University	2015	200000
Education	William Marsh Rice University	2015	884314
Education	YES Prep Public Schools, Inc.	2011	250000
Education	YES Prep Public Schools, Inc.	2011	92000
Evidence-Based Policy and Innovation	Abode Services	2015	1086569
Evidence-Based Policy and Innovation	America Achieves, Inc.	2014	830000
Evidence-Based Policy and Innovation	America Achieves, Inc.	2016	5390000
Evidence-Based Policy and Innovation	American Institutes for Research in the Behavioral Sciences	2016	3500000
Evidence-Based Policy and Innovation	American Society for Public Administration	2016	270550
Evidence-Based Policy and Innovation	Behavioral Ideas Lab, Inc.	2014	1055811
Evidence-Based Policy and Innovation	Behavioral Ideas Lab, Inc.	2015	986120
Evidence-Based Policy and Innovation	Behavioral Ideas Lab, Inc.	2016	2291117
Evidence-Based Policy and Innovation	Bipartisan Policy Center, Inc.	2016	559500
Evidence-Based Policy and Innovation	Bottom Line, Inc.	2015	60000
Evidence-Based Policy and Innovation	Brookings Institution	2015	324000
Evidence-Based Policy and Innovation	Brookings Institution	2016	644589
Evidence-Based Policy and Innovation	Brown University	2015	1539835
Evidence-Based Policy and Innovation	Brown University	2015	4369804
Evidence-Based Policy and Innovation	Brown University	2015	768593
Evidence-Based Policy and Innovation	Center for Regional Economic Competitiveness	2015	797241
Evidence-Based Policy and Innovation	Chapin Hall Center for Children	2016	1807270
Evidence-Based Policy and Innovation	Children’s Home for Society of America	2015	95708
Evidence-Based Policy and Innovation	Children’s Trust Fund of South Carolina	2015	233868
Evidence-Based Policy and Innovation	City First Enterprises, Inc.	2014	48030
Evidence-Based Policy and Innovation	Coalition for Evidence-Based Policy	2013	369228
Evidence-Based Policy and Innovation	College Forward	2015	98337
Evidence-Based Policy and Innovation	Conference Board, Inc.	2016	99740
Evidence-Based Policy and Innovation	County of Allegheny	2015	157326
Evidence-Based Policy and Innovation	Data Quality Campaign, Inc.	2016	60000
Evidence-Based Policy and Innovation	Denver PFS, LLC**	2016	1700000
Evidence-Based Policy and Innovation	Educational Results Partnership	2016	147009
Evidence-Based Policy and Innovation	Feeding America	2012	229146
Evidence-Based Policy and Innovation	Feeding America	2015	4415056
Evidence-Based Policy and Innovation	Feeding America	2015	742684
Evidence-Based Policy and Innovation	Georgetown University	2014	419864
Evidence-Based Policy and Innovation	Government of the District of Columbia	2016	3164536
Evidence-Based Policy and Innovation	Houston Food Bank	2016	563640
Evidence-Based Policy and Innovation	Institute for Child Success, Inc.	2016	66644
Evidence-Based Policy and Innovation	Johns Hopkins University	2015	3693484
Evidence-Based Policy and Innovation	Johns Hopkins University	2016	150000
Evidence-Based Policy and Innovation	Johns Hopkins University	2016	302625
Evidence-Based Policy and Innovation	Johns Hopkins University	2016	449889
Evidence-Based Policy and Innovation	Living Cities, Inc.	2016	207500
Evidence-Based Policy and Innovation	MDRC	2013	15000000
Evidence-Based Policy and Innovation	MDRC	2014	294209
Evidence-Based Policy and Innovation	MDRC	2015	1500000
Evidence-Based Policy and Innovation	MDRC	2015	1807507
Evidence-Based Policy and Innovation	MapLight	2013	508905
Evidence-Based Policy and Innovation	MapLight	2015	500000
Evidence-Based Policy and Innovation	Massachusetts Institute of Technology	2013	9847418
Evidence-Based Policy and Innovation	Massachusetts Institute of Technology	2015	7455193
Evidence-Based Policy and Innovation	Mathematica Policy Research, Inc.	2016	999922
Evidence-Based Policy and Innovation	Measured Decisions, Inc.	2016	216950
Evidence-Based Policy and Innovation	Mental Health Services for Homeless Persons, Inc.	2014	780513
Evidence-Based Policy and Innovation	National Campaign to Prevent Teen and Unplanned Pregnancy	2016	165661
Evidence-Based Policy and Innovation	National Governors Association Center for Best Practices	2014	656734
Evidence-Based Policy and Innovation	National Skills Coalition	2015	298000
Evidence-Based Policy and Innovation	New Profit, Inc.	2013	210000
Evidence-Based Policy and Innovation	Nonprofit Finance Fund	2014	1080000
Evidence-Based Policy and Innovation	Nonprofit Finance Fund	2014	343660
Evidence-Based Policy and Innovation	Nonprofit Finance Fund	2016	350000
Evidence-Based Policy and Innovation	Northwestern University	2016	458815
Evidence-Based Policy and Innovation	Nurse Family Partnership	2015	732770
Evidence-Based Policy and Innovation	Ohio State University Foundation	2016	760412
Evidence-Based Policy and Innovation	One Hope United	2015	672848
Evidence-Based Policy and Innovation	Partnership for Public Service, Inc.	2015	184223
Evidence-Based Policy and Innovation	Partnership for Public Service, Inc.	2016	800881
Evidence-Based Policy and Innovation	Philanthropy Roundtable	2015	100000
Evidence-Based Policy and Innovation	President and Fellows of Harvard College	2013	380000
Evidence-Based Policy and Innovation	President and Fellows of Harvard College	2013	551134
Evidence-Based Policy and Innovation	President and Fellows of Harvard College	2014	240000
Evidence-Based Policy and Innovation	President and Fellows of Harvard College	2015	40000
Evidence-Based Policy and Innovation	President and Fellows of Harvard College	2015	7449048
Evidence-Based Policy and Innovation	President and Fellows of Harvard College	2016	2141762
Evidence-Based Policy and Innovation	President and Fellows of Harvard College	2016	800000
Evidence-Based Policy and Innovation	Regents of the University of Colorado	2016	76238
Evidence-Based Policy and Innovation	SAGA Innovations, Inc.	2016	465400
Evidence-Based Policy and Innovation	Social Finance CT**	2016	1000000
Evidence-Based Policy and Innovation	Social Finance NY State Workforce Re-Entry 2013 LLC**	2013	4000000
Evidence-Based Policy and Innovation	Social Finance, Inc.	2014	148598
Evidence-Based Policy and Innovation	Social Finance, Inc.	2014	4000000
Evidence-Based Policy and Innovation	The Board of Trustees of the Leland Stanford Junior University	2016	432547
Evidence-Based Policy and Innovation	The Board of Trustees of the Leland Stanford Junior University	2016	750000
Evidence-Based Policy and Innovation	The Board of Trustees of the University of Illinois	2016	1760785
Evidence-Based Policy and Innovation	The National Head Start Association	2016	49200
Evidence-Based Policy and Innovation	The Pennsylvania State University	2016	150000
Evidence-Based Policy and Innovation	The Rector and Visitors of the University of Virginia	2015	110620
Evidence-Based Policy and Innovation	The Regents of the University of California, Berkeley	2016	1637106
Evidence-Based Policy and Innovation	The Regents of the University of California, Irvine	2015	1326852
Evidence-Based Policy and Innovation	The Regents of the University of California, Los Angeles	2015	570900
Evidence-Based Policy and Innovation	The Regents of the University of California, Los Angeles	2016	491339
Evidence-Based Policy and Innovation	The Regents of the University of California, San Diego	2016	312147
Evidence-Based Policy and Innovation	The Regents of the University of California, Santa Barbara	2016	209242
Evidence-Based Policy and Innovation	The Regents of the University of Michigan	2015	921018
Evidence-Based Policy and Innovation	The Regents of the University of Michigan	2016	2629990
Evidence-Based Policy and Innovation	The Trustees of Princeton University	2013	157856
Evidence-Based Policy and Innovation	The University of Chicago	2014	162660
Evidence-Based Policy and Innovation	The University of Chicago	2015	100000
Evidence-Based Policy and Innovation	The University of Chicago	2016	146842
Evidence-Based Policy and Innovation	The University of Chicago	2016	155071
Evidence-Based Policy and Innovation	The University of Chicago	2016	263435
Evidence-Based Policy and Innovation	The University of Chicago	2016	50000
Evidence-Based Policy and Innovation	The University of Chicago	2016	825103
Evidence-Based Policy and Innovation	The University of Tennessee	2016	150000
Evidence-Based Policy and Innovation	The University of Texas at Austin	2015	564055
Evidence-Based Policy and Innovation	The University of Texas at Austin	2016	12000
Evidence-Based Policy and Innovation	The University of Texas at Austin	2016	27910
Evidence-Based Policy and Innovation	Third Sector Capital Partners, Inc.	2014	159000
Evidence-Based Policy and Innovation	Trust for Conservation Innovation	2015	71971
Evidence-Based Policy and Innovation	Trustees of the University of Pennsylvania	2016	1108235
Evidence-Based Policy and Innovation	United Way of Lane County	2016	532291
Evidence-Based Policy and Innovation	University of Southern California	2015	681866
Evidence-Based Policy and Innovation	University of Southern California	2016	100000
Evidence-Based Policy and Innovation	University of Southern California	2016	139963
Evidence-Based Policy and Innovation	University of Utah	2015	1698000
Evidence-Based Policy and Innovation	University of Utah	2015	354143
Evidence-Based Policy and Innovation	University of Washington	2015	2641118
Evidence-Based Policy and Innovation	University of Washington	2016	199870
Evidence-Based Policy and Innovation	Urban Institute	2015	8433895
Evidence-Based Policy and Innovation	Urban Institute	2016	1191932
Evidence-Based Policy and Innovation	Valley Initiative for Development and Advancement	2014	370105
Evidence-Based Policy and Innovation	Virginia Polytechnic Institute and State University	2016	144000
Evidence-Based Policy and Innovation	Wake County Public School System	2015	81512
Evidence-Based Policy and Innovation	William Marsh Rice University	2016	214360
Evidence-Based Policy and Innovation	William Marsh Rice University	2016	499029
Evidence-Based Policy and Innovation	Youth Services, Inc.	2014	3344350
New Initiatives	American Enterprise Institute for Public Policy Research	2016	45500
New Initiatives	BMJ Publishing Group Limited	2015	4000
New Initiatives	Bipartisan Policy Center, Inc.	2014	1244200
New Initiatives	Bipartisan Policy Center, Inc.	2014	288470
New Initiatives	Brigham & Women’s Hospital, Inc.	2016	748445
New Initiatives	Cal Poly Corporation	2014	1207538
New Initiatives	Cal Poly Corporation	2016	2846335
New Initiatives	Campaign Legal Center, Inc.	2016	623650
New Initiatives	Catalyst for Payment Reform, Inc.	2016	438276
New Initiatives	Center for Health Policy Development	2016	146271
New Initiatives	Center for Healthcare Transparency	2014	5676046
New Initiatives	Center for Public Integrity	2014	2887644
New Initiatives	City of Berkeley	2015	90152
New Initiatives	City of Houston	2015	100000
New Initiatives	Clean Air Task Force, Inc.	2015	659500
New Initiatives	Council of the District of Columbia	2014	30000
New Initiatives	DataKind, Inc.	2014	200000
New Initiatives	Davidson College	2013	48942
New Initiatives	Davidson College	2014	1863512
New Initiatives	Duke University	2016	926962
New Initiatives	Energy Innovation Reform Project	2015	340500
New Initiatives	Evidence for Healthcare Improvement	2015	5232002
New Initiatives	FairVote	2015	200000
New Initiatives	FairVote	2015	315000
New Initiatives	FairVote	2015	92500
New Initiatives	FairVote	2016	1806873
New Initiatives	FairVote Minnesota Foundation	2015	137180
New Initiatives	Fund for the City of New York	2015	1300000
New Initiatives	Health Care Cost Institute, Inc.	2014	1461562
New Initiatives	Healthy Food America	2016	2300000
New Initiatives	Henry J. Kaiser Family Foundation	2016	1060500
New Initiatives	Initiative for Medicines, Access, & Knowledge, Inc.	2016	209500
New Initiatives	Internet Archive	2015	1930487
New Initiatives	Investigative News Network	2014	28600
New Initiatives	Johns Hopkins University	2015	318000
New Initiatives	Johns Hopkins University	2016	154524
New Initiatives	Massachusetts Institute of Technology	2015	1559023
New Initiatives	Memorial Sloan-Kettering Cancer Center	2015	4694354
New Initiatives	MuckRock Foundation, Inc.	2016	163000
New Initiatives	National Academy of Sciences	2015	20633
New Initiatives	National Academy of Sciences	2015	430758
New Initiatives	National Academy of Sciences	2016	758853
New Initiatives	National Bureau of Economic Research, Inc.	2016	475000
New Initiatives	National Conference of State Legislatures	2016	55916
New Initiatives	National Council on Teacher Quality, Inc.	2015	750000
New Initiatives	Oregon Health & Science University	2016	1582837
New Initiatives	Oregon Health & Science University	2016	4231660
New Initiatives	Organ Alliance, Inc.	2015	169566
New Initiatives	Organ Alliance, Inc.	2016	742500
New Initiatives	Pacific Business Group on Health	2015	1100000
New Initiatives	President and Fellows of Harvard College	2014	10653816
New Initiatives	President and Fellows of Harvard College	2014	180111
New Initiatives	President and Fellows of Harvard College	2015	87857
New Initiatives	President and Fellows of Harvard College	2016	153657
New Initiatives	Pro Publica, Inc.	2013	2000000
New Initiatives	Pro Publica, Inc.	2015	2000000
New Initiatives	Texas Tribune, Inc.	2014	50000
New Initiatives	The Cleveland Clinic Foundation	2016	220258
New Initiatives	The CrossFit Foundation, Inc.	2016	548000
New Initiatives	The Project on Government Oversight, Inc.	2015	378985
New Initiatives	Third Way Institute	2014	1000000
New Initiatives	Trustees of Columbia University in the City of New York	2015	185474
New Initiatives	Trustees of Columbia University in the City of New York	2015	425396
New Initiatives	Trustees of Columbia University in the City of New York	2016	192813
New Initiatives	Trustees of Dartmouth College	2015	5498918
New Initiatives	University of Georgia Research Foundation, Inc.	2016	62736
New Initiatives	William Marsh Rice University	2013	2700000
New Initiatives	William Marsh Rice University	2013	52100
New Initiatives	William Marsh Rice University	2013	6000000
New Initiatives	William Marsh Rice University	2013	88700
New Initiatives	William Marsh Rice University	2014	9350000
New Initiatives	edX, Inc.	2014	5000000
New Initiatives	edX, Inc.	2015	12000000
Planning	President and Fellows of Harvard College	2015	18785
Planning	President and Fellows of Harvard College	2016	1217977
Planning	The Century Foundation, Inc.	2015	300000
Research Integrity	American Association for the Advancement of Science	2014	100000
Research Integrity	Bioethics International, Inc.	2015	3555977
Research Integrity	Brigham & Women’s Hospital, Inc.	2014	141924
Research Integrity	Brigham & Women’s Hospital, Inc.	2015	500000
Research Integrity	Center for Open Science, Inc.	2013	1926750
Research Integrity	Center for Open Science, Inc.	2013	204729
Research Integrity	Center for Open Science, Inc.	2013	250000
Research Integrity	Center for Open Science, Inc.	2013	5250000
Research Integrity	Center for Open Science, Inc.	2014	528500
Research Integrity	Center for Open Science, Inc.	2014	589690
Research Integrity	Center for Open Science, Inc.	2015	1225000
Research Integrity	Center for Open Science, Inc.	2015	77310
Research Integrity	Center for Open Science, Inc.	2015	77952
Research Integrity	Center for Open Science, Inc.	2016	7500000
Research Integrity	Massachusetts Institute of Technology	2013	71524
Research Integrity	Massachusetts Institute of Technology	2014	400548
Research Integrity	Mathematica Policy Research, Inc.	2016	888588
Research Integrity	National Academy of Sciences	2015	867113
Research Integrity	Nordic Cochrane Centre	2014	332489
Research Integrity	Nordic Cochrane Centre	2015	271903
Research Integrity	Nutrition Science Initiative	2012	3577875
Research Integrity	Nutrition Science Initiative	2013	23199065
Research Integrity	Nutrition Science Initiative	2015	1224374
Research Integrity	Nutrition Science Initiative	2016	1003406
Research Integrity	President and Fellows of Harvard College	2014	155000
Research Integrity	President and Fellows of Harvard College	2015	196489
Research Integrity	President and Fellows of Harvard College	2016	3641943
Research Integrity	Regents of the University of Minnesota	2014	1314839
Research Integrity	Regents of the University of Minnesota	2016	1660000
Research Integrity	Sense About Science	2015	349638
Research Integrity	Statistical Assessment Service	2014	1426200
Research Integrity	Teachers College, Columbia University	2014	97000
Research Integrity	The Board of Trustees of the Leland Stanford Junior University	2013	6130243
Research Integrity	The Board of Trustees of the Leland Stanford Junior University	2015	3769496
Research Integrity	The Center for Scientific Integrity, Inc.	2015	300000
Research Integrity	The Chancellor, Masters and Scholars of the University of Oxford	2014	1263807
Research Integrity	The Match Foundation, Inc.	2015	475520
Research Integrity	The Novim Group	2012	340000
Research Integrity	The PubPeer Foundation	2016	412800
Research Integrity	The Regents of the University of California, Berkeley	2015	680119
Research Integrity	The Regents of the University of California, Berkeley	2016	408719
Research Integrity	The Regents of the University of California, San Francisco	2013	461358
Research Integrity	The Regents of the University of Michigan	2016	155020
Research Integrity	Tulane University	2016	750000
